,evento,ano,qualis,categoria
779,The 16th International Conference on Computational Science and Its Applications,2016,-,conferencia
780,Simpósio Brasileiro de Automação Inteligente,2011,-,conferencia
781,Congresso Brasileiro de Eletrônica de Potência,2011,-,conferencia
782,Congresso Brasileiro de Automática,2012,-,conferencia
783,Simpósio Brasileiro de Automação Inteligente,2013,-,conferencia
784,Congresso Brasileiro de Automática,2014,-,conferencia
785,2017 25th Mediterranean Conference on Control and Automation (MED),2017,-,conferencia
786,2013 Brazilian Power Electronics Conference (COBEP 2013),,-,conferencia
787,VIII Simpósio de Teses e Dissertações,2003,-,conferencia
788,6th International Conference on Hybrid Intelligent Systems (HIS 06'),2006,-,conferencia
789,The Fifth International Symposium on Parallel and Distributed Processing and Applications (ISPA07),2007,-,conferencia
790,The 21st IASTED International Conference on&#10;Parallel and Distributed Computing and Systems,2009,-,conferencia
791,"19th International Symposium on High Performance Computing Systems and Applications, 2005. HPCS 2005",2005,-,conferencia
792,XII Simpósio em Sistemas Computacionais de Alto Desempenho,2011,-,conferencia
793,XV Simpósio em Sistemas Computacionais de Alto Desempenho - WSCAD 2014,2014,-,conferencia
794,15th International Conference on Computational Science and Its Applications -- ICCSA,2015,-,conferencia
795,the 31st Annual ACM Symposium,,-,conferencia
796,The 32nd ACM SIGAPP Symposium On Applied Computing,2017,-,conferencia
797,XI Congresso Brasileiro de Agroinformática,2017,-,conferencia
798,XXXVII Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos,,-,conferencia
799,"1st ISATA ? International Symposium on Agricultural Technology Adoption: studies, methods and experiences",2020,-,conferencia
800,XXII ENAPET ? Encontro Nacional do Programa de Educação Tutorial,2017,-,conferencia
801,"20th International Conference on Computational Science and Its Applications, ICCSA 2020",2020,-,conferencia
802,"High Performance Computing and Communications, Third International Conference, HPCC 2007",2007,-,conferencia
803,6th International Conference on the Quality of Information and Communications Technology (QUATIC 2007),,-,conferencia
804,19th ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming,2014,-,conferencia
805,XVI Simpósio Brasileiro de Qualidade de Software (SBQS),2017,-,conferencia
806,XVIII Simpósio em Sistemas Computacionais de Alto Desempenho,2017,-,conferencia
807,VII Simpósio Brasileiro de Qualidade de Software,2008,-,conferencia
808,XIX Conferencia Latinoamericana de Informática,1993,-,conferencia
809,DIMACS Workshop on Whole Genome Comparison,2001,-,conferencia
810,10th International Congress on Molecular Plant-Microbe Interactions,2001,-,conferencia
811,XXIII Congresso da Sociedade Brasileira de Computação,2003,-,conferencia
812,The 15th Symposium on Computer Architecture and High Performance Computing,2003,-,conferencia
813,Second Brazilian Workshop on Bioinformatics,2003,-,conferencia
814,XI Congresso Latinoamericano de Buiatria,2003,-,conferencia
815,XI Congresso LAtinoamericano de Buiatria,2003,-,conferencia
816,Terceiro Workshop Brasileiro de Bioinformática,2004,-,conferencia
817,VII Congresso Internacional de Zootecnia,2005,-,conferencia
818,"Second Brazilian Symposium on Bioinformatics, BSB 2007",2007,-,conferencia
819,Braziliam Symposium on Bioinformatics,2005,-,conferencia
820,[ JAI ] - Jornadas de Atualização em Informática,2005,-,conferencia
821,Braziliam Symposium on Bioinformatics,2007,-,conferencia
822,American Society of Microbiology 108th General Meeting,2008,-,conferencia
823,"6th Brazilian Symposium on Bioinformatics, BSB 2011",2011,-,conferencia
824,The Sixth International Conference on Forensic Computer Science,,-,conferencia
825,European Academy of Forensic Science (EAFS) Conference.,2012,-,conferencia
826,VII MEETING SLAMTB - Sociedade Latinoamericana de Tuberculose e outras Micobacterioses,2014,-,conferencia
827,The third International Society for Computational Biology Latin America X-Meeting on Bioinformatics with BSB and SoiBio (ISCB-Latin America),2014,-,conferencia
828,28° Congresso Brasileiro de Microbiologia,2015,-,conferencia
829,FAO International Symposium on ?The Role of Agricultural Biotechnologies in Sustainable Food Systems and Nutrition?,2016,-,conferencia
830,"8th International Conference on Bioinformatics Models, Methods and Algorithms",,-,conferencia
831,Brazilian Symposium on Bioinformatics,2018,-,conferencia
832,XXVI Congresso da Sociedade Brasileira de Computação,2006,-,conferencia
833,"Conferência IADIS Ibero Americana WWW/Internet 2006, 2006",2006,-,conferencia
834,VII Workshop em Sistemas Computacionais de Alto Desempenho,2006,-,conferencia
835,III Workshop on Grid Computing and Applications,2005,-,conferencia
836,"VEM - VI Workshop on Software Visualization, Evolution and Maintenance",2018,-,conferencia
837,BiDU - Workshop on Big Social Data and Urban Computing,2018,-,conferencia
838,WebMedia,,-,conferencia
839,Conferência IADIS Ibero Americana WWW/Internet 2006,,-,conferencia
840,XXXIII SEMISH - Seminário Integrado de Software e Hardware,2006,-,conferencia
841,High Performance Computing and Simulation Conference (HPCS 2007),2007,-,conferencia
842,Symposium on Computer Architecture and High Performance Computing,2004,-,conferencia
843,2014 IEEE/ACM 7th International Conference on Utility and Cloud Computing (UCC),2014,-,conferencia
844,"2015 23rd Euromicro International Conference on Parallel, Distributed and NetworkBased Processing (PDP)",,-,conferencia
845,XXXIV Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos - SBRC,2016,-,conferencia
846,"10th International Conference, GECON - Economics of Grids, Clouds, Systems, and Services",2013,-,conferencia
847,IT CONFERENCE SUCESU-MT 2003,2003,-,conferencia
848,II Jornada da Produção Científica da Educação Profissional e Tecnológica da Região Centro Oeste,,-,conferencia
849,the 5th ACM,2018,-,conferencia
850,I Jornada Científica do Estado de Mato Grosso,2006,-,conferencia
851,WOB - II Workshp Brasileiro de Bioinformática,2003,-,conferencia
852,6º Jornada Ciêntífica da UFSCar,2005,-,conferencia
853,Proceedings of the IEEE WCCI 2006,2006,-,conferencia
854,I Simpósio de Biotecnologia da UFSCar,2007,-,conferencia
855,IEEE Congress on Evolutionary Computation (CEC 2008) in World Congress on Computational Intelligence,2008,-,conferencia
856,International Conference on Bioinformatics and Computational Biology,2010,-,conferencia
857,Alice Brasil,,-,conferencia
858,n: X-Meeting 2015 - 11th International Conference of th AB3C + Brazilian Symposium of Bioinformatics,2015,-,conferencia
859,Encontro de Teoria da Computação,2016,-,conferencia
860,Brazilian Summer School on Combinatorics and Algorithms,2001,-,conferencia
861,Workshop Internacional de Combinatória,1996,-,conferencia
862,XVII Congresso da Sociedade Brasileuira de Computação,1997,-,conferencia
863,"VI Latin American Algorithms, Graphs, and Optimization Symposium",2011,-,conferencia
864,"CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES",2012,-,conferencia
865,Workshop de Visão Computacional,2012,-,conferencia
866,Brazilian Conference on Intelligent Systems,2013,-,conferencia
867,22nd International Conference on Pattern Recognition (ICPR),2014,-,conferencia
868,"Conference on Graphics, Patterns and Images (SIBGRAPI)",2014,-,conferencia
869,2019 XV Workshop de Visão Computacional (WVC),2019,-,conferencia
870,ACM-SIAM Symposuim on Discrete Algorithms,2005,-,conferencia
871,Workshop on Solving Irregularly Structured Problems in Parallel,1999,-,conferencia
872,XVIII CNMAC - Congresso Nacional de Matemática Aplicada e Computacional,1995,-,conferencia
873,The 2001 International Conference on Parallel and Distributed Processing Techniques and Applications PDPTA'2001,2001,-,conferencia
874,13th International Conference on Parallel and Distributed Computing and Systems,2001,-,conferencia
875,XXI Congresso da Sociedade Brasileira de Computação,2001,-,conferencia
876,Third International Workshop on Experimental and Efficient Algorithms - WEA 2004,2004,-,conferencia
877,Euro-Par 2004,2004,-,conferencia
878,VI Workshop em Sistemas Computacionais de Alto Desempenho,2005,-,conferencia
879,VII Workshop em Sistemas Computacionais de Alto Desempenho - WSCAD 2006,2006,-,conferencia
880,The Seventh IEEE International Symposium on Cluster Computing and the Grid ? CCGrid 2007,2007,-,conferencia
881,International Latin American Grid Workshop LAGrid 2008,2008,-,conferencia
882,"10th International Conference on High Performance Computing, Grid and e-Science in Asia Pacific Region HPC Asia 2009",2009,-,conferencia
883,"10th International Conference on High Performance Computing, Grid and e-Science in Asia Pacific Region HPC-Asia 2009",2009,-,conferencia
884,2012 41st International Conference on Parallel Processing Workshops (ICPPW),2012,-,conferencia
885,"2014 International Conference on Computational Science,",2014,-,conferencia
886,XIX SIMPÓSIO DE SISTEMAS COMPUTACIONAIS DE ALTO DESEMPENHO,2018,-,conferencia
887,XIX Simpósio em Sistemas Computacionais de Alto Desempenho (WSCAD 2019),2019,-,conferencia
888,VIII Workshop em Sistemas Computacionais de Alto Desempenho (WSCAD 2007),2007,-,conferencia
889,"LAGOS'09 - V Latin-American Algorithms, Graphs and Optimization Symposium",2009,-,conferencia
890,IV Workshop de teses de doutorado em andamento do IC-UNICAMP,2008,-,conferencia
891,CLEI - XXVII Latin-American Conference on informatics,2001,-,conferencia
892,11º Simpósio Internacional de Iniciação Científica da USP,2003,-,conferencia
893,4ª Mostra de Trabalhos Monográficos,1997,-,conferencia
894,VI Simpósio de Teses e Dissertações,2001,-,conferencia
895,II Encontro de Extensão da Univesidade Federal da Grande Dourados e II Encontro de Bolsistas de Extensão de Mato Grosso do Sul,2008,-,conferencia
896,VII Jornada Peruana de Computación,2008,-,conferencia
897,1º Congresso de Computação da Grande Dourados,2008,-,conferencia
898,Joint Conference - SBIA/SBRN/JRI - III Workshop on Computational Intelligence (WCI 2010),2010,-,conferencia
899,International Conference on Software Engineering Advances -- ICSEA,2015,-,conferencia
900,V Simpósio de Teses e Dissertações,2000,-,conferencia
901,ETI - Encontro de Tecnologia e Informática,2006,-,conferencia
902,VIII Simpósio Internacional de Melhoria de Processos de Software,2007,-,conferencia
903,"IV Congresso de Pesquisa, Ensino e Extensão - IV CONPEEX",2007,-,conferencia
904,V Experimental Software Engineering Latin American Workshop,2008,-,conferencia
905,VII Workshop de Teses e Dissertações em Qualidade de Software,2009,-,conferencia
906,"VI Congresso de Pesquisa, Ensino e Extensão - VI CONPEEX",2009,-,conferencia
907,IX Simpósio Brasileiro de Qualidade de Software,2010,-,conferencia
908,VI Workshop Olhar Sociotécnico sobre a Engenharia de Software (paralelo ao Simpósio Brasileiro de Qualidade de Software),2010,-,conferencia
909,Workshop Anual do MPS,2010,-,conferencia
910,X Simpósio Brasileiro de Qualidade de Software,2011,-,conferencia
911,XI Simpósio Brasileiro de Sistemas de Informação,2015,-,conferencia
912,2017 IEEE/ACM 39th International Conference on Software Engineering: Software Engineering Education and Training Track (ICSESEET),2017,-,conferencia
913,the XXXIII Brazilian Symposium,2019,-,conferencia
914,SBQS&apos;20: 19th Brazilian Symposium on Software Quality,,-,conferencia
915,International Conference on Cooperative and Human Aspects of Software Engineering,2021,-,conferencia
916,SBES &apos;21: Brazilian Symposium on Software Engineering,2021,-,conferencia
917,Workshop de Gerência de Projetos de Software do Simpósio Brasileiro de Qualidade de Software,2012,-,conferencia
918,I Workshop sobre Algoritmos de Mineração de Dados,2005,-,conferencia
919,VI Workshop de Teses e Dissertações - XX Simpósio Brasileiro de Computação Gráfica (SIBGRAPI),2007,-,conferencia
920,IV Brazilian Symposium on Mathematical and Computational Biology (BIOMAT),2004,-,conferencia
921,X Congresso da Sociedade Brasileira de Informática em Saúde,2006,-,conferencia
922,XIII Evento de Iniciação Científica da UFPR (EVINCI),2005,-,conferencia
923,2014 International Joint Conference on Neural Networks (IJCNN),,-,conferencia
924,Brazilian Conference on Intelligent Systems (BRACIS),2019,-,conferencia
925,Workshop sobre Educação em Computação,2020,-,conferencia
926,"2013 IEEE International Conference on Systems, Man and Cybernetics (SMC 2013)",,-,conferencia
927,V Simpósio de Teses e Dissertações do Programa de Pós-Graduação da Área de Ciências de Computação e Matemática Computacional,2000,-,conferencia
928,6º Simpósio de Iniciação Científica da USP,1998,-,conferencia
929,VI Seminário de Iniciação Científica da Universidade Federal de Ouro Preto,1998,-,conferencia
930,3º Congresso de Iniciação Científica - ASSER,1998,-,conferencia
931,VI Simpósio de Teses e Dissertações do Programa de Pós-Graduação da Área de Ciências de Computação e Matemática Computacional,2001,-,conferencia
932,XII Simpósio Brasileiro de Informática na Educação,2001,-,conferencia
933,VIII Workshop de Qualidade de Software - XV Simpósio Brasileiro de Engenharia de Software,2001,-,conferencia
934,XXVII Latin-American Conference on Informatics,2001,-,conferencia
935,XII Conferência Internacional de Tecnologia de Software: Qualidade de Software,2001,-,conferencia
936,V Workshop de Teses e Dissertações em Engenharia de Software - XIV Simpósio Brasileiro de Engenharia de Software,2000,-,conferencia
937,Simpósio Brasileiro de Qualidade de Software,2002,-,conferencia
938,14o Congresso Internacional de Tecnologia de Software (CITS 2003),2003,-,conferencia
939,XXIX Conferencia Lationoamericana de Informática (Clei 2003),2003,-,conferencia
940,"X Sessão de Ferramentas, XVII Simpósio Brasileiro de Engenharia de Software (SBES2003)",2003,-,conferencia
941,VII WORKSHOP IBEROAMERICANO DE INGENIERÍA DE REQUISITOS Y DESARROLLO DE AMBIENTES DE SOFTWARE,2004,-,conferencia
942,XXX Conferencia Latinoamericana de Informática (CLEI2004),2004,-,conferencia
943,4ª Jornadas Iberoamericanas de Ingeniería del Software e Ingeniería del Conocimiento,2004,-,conferencia
944,Simpósio Internacional de Melhoria de Processo de Software,2004,-,conferencia
945,Seventeenth International Conference on Software Engineering and Knowledge Engineering,2005,-,conferencia
946,"XIII Workshop sobre Educação em Computação (WEI 2005), XXV Congresso da Sociedade Brasileira de Computação (SBC 2005)",2005,-,conferencia
947,I IFIP Academy on the State of Software Theory and Practice - PhD Colloquium,2005,-,conferencia
948,VII Workshop de Teses e Dissertações Defendidas,2002,-,conferencia
949,IX Simpósio de Teses e Dissertações,2004,-,conferencia
950,4th International Information and Telecommunication Technologies Symposium,2005,-,conferencia
951,18. International Conference on Software Engineering & Knowledge Engineering,2006,-,conferencia
952,"Sessão de Ferramentas, Simpósio Brasileiro de Engenharia de Software",2006,-,conferencia
953,VI Simpósio Brasileiro de Sistemas de Informação,2010,-,conferencia
954,XVI Simpósio Brasileiro de Sistemas Multimídia e Web,2010,-,conferencia
955,Workshop de Ferramentas e Aplicações - XVI Simpósio Brasileiro de Sistemas Multimídia e Web,2010,-,conferencia
956,Escola Regional de Informática - SBC Mato Groso,2010,-,conferencia
957,XXXI Congresso da Sociedade Brasileira de Computação - XXXVIII Seminário Integrado de Software e Hardware,2011,-,conferencia
958,IX Encontro Centro-oeste e Norte dos Grupos PET,2011,-,conferencia
959,XXV Simpósio Brasileiro de Engenharia de Software - Trilha Especial &quot;SBES is 25&quot;,2011,-,conferencia
960,5º Congresso Brasileiro de Extensão Universitária,2011,-,conferencia
961,Simpósio Mineiro de Computação,2012,-,conferencia
962,V Workshop sobre Gerenciamento de Projetos de Software do Simpósio Brasileiro de Qualidade de Software,2012,-,conferencia
963,Simpósio Brasileiro de Informática na Educação (SBIE 2012),2012,-,conferencia
964,16th International Conference on Human-Computer Interaction,2014,-,conferencia
965,14th International Conference on Computational Science and Its Applications,2014,-,conferencia
966,XIII Simpósio Brasileiro de Qualidade de Software,2014,-,conferencia
967,XL Conferência Latino-Americana de Informática,2014,-,conferencia
968,XXI Sessão de Ferramentas do Congresso Brasileiro de Software: Teoria e Prática,2014,-,conferencia
969,5th International Workshop on Process Model Collections: Management and Reuse - 12th International Conference on Business Process Management,2014,-,conferencia
970,30th ACM Symposium on Applied Computing,2015,-,conferencia
971,15th International Conference on Computational Science and Its Applications,2015,-,conferencia
972,15th International Conference on Computational Science and Applications,2015,-,conferencia
973,27th International Conference on Software Engineering and Knowledge Engineering,2015,-,conferencia
974,12th ACS/IEEE International Conference on Computer Systems and Applications,2015,-,conferencia
975,XII Simpósio Brasileiro de Sistemas de Informação,2016,-,conferencia
976,16th International Conference on Computational Science and Its Applications,2016,-,conferencia
977,XV Simpósio Brasileiro de Qualidade de Software,2016,-,conferencia
978,International Conference on Information Technology: New Generations,2017,-,conferencia
979,XIII Simpósio Brasileiro de Sistemas de Informação,2017,-,conferencia
980,2017 EFITA WCCA Congress,2017,-,conferencia
981,Twenty-Ninth International Conference on Software Engineering and Knowledge Engineering,2017,-,conferencia
982,XXIII Simpósio Brasileiro de Sistemas Multimídia e Web,2017,-,conferencia
983,13ª Jornada Científica da Embrapa Gado de Corte,2017,-,conferencia
984,XIV Simpósio Brasileiro de Sistemas de Informação,2018,-,conferencia
985,IX Congresso Brasileiro de Software - Trilha da Indústria,2018,-,conferencia
986,XV Simpósio Brasileiro de Sistemas de Informação,2019,-,conferencia
987,14ª Conferência Ibérica de Sistemas e Tecnologias de Informação,2019,-,conferencia
988,XVIII Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais,2019,-,conferencia
989,XVIII Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais,,-,conferencia
990,22nd International Conference on Enterprise Information Systems,2020,-,conferencia
991,SIGDOC '20: The 38th ACM International Conference on Design of Communication,2020,-,conferencia
992,XIII Congresso Brasileiro de Agroinformática (SBIAGRO 2021),2021,-,conferencia
993,XX Simpósio Brasileiro de Qualidade de Software (SBQS),2021,-,conferencia
994,XX Simpósio Brasileiro de Qualidade de Software (SBQS) - Trilha Educação em Qualidade de Software,2021,-,conferencia
995,FEES'08: Fórum em Educação de Engenharia de Software,2008,-,conferencia
996,WEI'09: XIV Workshop de Educação em Computação,2009,-,conferencia
997,SWEL'09: International Workshop on Ontologies and Semantic Web for E-Learning,2009,-,conferencia
998,2013 IEEE Frontiers in Education Conference (FIE),,-,conferencia
999,2016 IEEE Frontiers in Education Conference (FIE),2016,-,conferencia
1000,the 2011 ACM Symposium,,-,conferencia
1001,"2nd International Conference on Power Engineering, Energy and Electrical Drives, POWERENG 2009",2009,-,conferencia
1002,Escola Regional de Alto Desempenho do CentroOeste,2020,-,conferencia
1003,XXI Simpósio em Sistemas Computacionais de Alto Desempenho,2020,-,conferencia
1004,II ERAD - Escola Regional de Alto Desempenho de São Paulo,2011,-,conferencia
1005,"VI Workshop de Teses, Dissertações e Trabalhos de Iniciação Científica em Andamento",2011,-,conferencia
1006,"VII Workshop de Teses, Dissertações e Trabalhos de Iniciação Científica em Andamento",2012,-,conferencia
1007,The Second Workshop on Circuits and System Design ? WCAS,2012,-,conferencia
1008,"International Conference on Embedded Computer Systems: Architectures, Modeling and Simulation",2014,-,conferencia
1009,Design Automation Conference - Work-in-Progress Session. DAC-WIP,2014,-,conferencia
1010,ACM SIGDA University Booth at DAC 2014,2014,-,conferencia
1011,XVI WSCAD-Simpósio de Sistemas Computacionais de Alto Desempenho,2015,-,conferencia
1012,"26th IEEE International Conference on Application-specific Systems, Architectures and Processors (ASAP)",2015,-,conferencia
1013,XVI WSCAD-Simpósio de Sistemas Computacionais de Alto Desempenho,,-,conferencia
1014,28th Symposium on Integrated Circuits and System Design (SBCCI),2015,-,conferencia
1015,IEEE 28th International Symposium on Computer Architecture and High Performance Computing Workshops,2016,-,conferencia
1016,2016 28th International Symposium on Computer Architecture and High Performance Computing (SBACPAD),,-,conferencia
1017,Workshop sobre Educação em Arquitetura de Computadores (WEAC 2016),2016,-,conferencia
1018,"2016 IEEE International Conference on Electronics, Circuits and Systems (ICECS)",2016,-,conferencia
1019,IEEE International Symposium on Rapid System Prototyping (RSP),2012,-,conferencia
1020,International Symposium on Computer Architecture and High Performance Computing,2018,-,conferencia
1021,Simpósio em Sistemas Computacionais de Alto Desempenho,2018,-,conferencia
1022,http://wscad.facom.ufms.br/,2019,-,conferencia
1023,III Workshop on Computational Grids and Applications,2005,-,conferencia
1024,WSCAD 2005 - VI Workshop de Sistemas Computacionais de Alto Desempenho,2005,-,conferencia
1025,V Workshop de Sistemas Operacionais,2008,-,conferencia
1026,6th International Workshop on Middleware for Grid Computing,2008,-,conferencia
1027,WETICE '06,2006,-,conferencia
1028,Workshop de Realidade Virtual e Aumentada,2012,-,conferencia
1029,XXXV Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC 2017),2017,-,conferencia
1030,1º WICS ? Workshop sobre as Implicações da Computação na Sociedade,2020,-,conferencia
1031,WSCAD 2014 - XV Simpósio em Sistemas Computacionais de Alto Desempenho,2014,-,conferencia
